Review,keyword_1,keyword_2,keyword_3,keyword_4,common_keywords_all,common_keywords_3_plus,Answer
진짜 커요 어느정도냐면 동기가 보고 “저스틴비버야? 바지 곧 벗겨지겠다” ...고 했습니다... 그치만 핏도 제 스타일이고 디자인도 예뻐서 제 최애 청바지 됐어요ㅎㅎ,"['크다', '동기', '디자인', '핏', '최애', '보고', '비버', '청바지', '벗겨지다', '스타일이고', '저스틴', '바지', '냐']","['스타일', '저스틴', '동기', '청바지', '크다', '디자인', '바지', '보고']","['바지', '청바지', '스타일', '이고', '벗겨지다', '디자인', '냐', '크다', '핏']","['동기', '벗겨지다', '저스틴', '비버', '최애', '돼다', '이고', '보고', '스타일', '디자인']",,"디자인,   크다,   동기,   보고,   청바지,   벗겨지다,   저스틴,   바지,   스타일","크다, 핏, 스타일, 디자인, 최애, 청바지"
"핏도 좋고 편해서 맘에들어요~
요새 자주 입고 있습니다:)","['편하다', '핏']","['편하다', '핏']","['편하다', '핏']",['편하다'],,"편하다,   핏","핏, 편하다"
귀엽고 이쁩니다 그리고 싸게 잘 산 듯 합니다 이쁜 바지에 이 가격 좋아여~ 최고입니다 좋습니다 귀엽습니다,"['가격', '귀엽다', '산다', '최고다', '싸다', '바지']","['바지', '가격', '최고', '귀엽다']","['귀엽다', '싸다', '바지']","['귀엽다', '싸다', '최고', '가격', '바지']",,"귀엽다,   바지,   가격,   싸다","귀엽다, 싸다, 바지, 가격, 최고"
"허리부분이 타이트해서 당기면서 늘려서 입었는데, 그부분 말고는 정말 모든게 완벽합니다! 올여름 최애 바지가되었어요! 아주 만족합니다!","['되어다', '당기다', '허리', '타이트', '완벽하다', '최애', '모든', '말고는', '늘리다', '바지', '만족하다', '부분', '올여름']","['만족하다', '완벽하다', '당기다', '타이트', '늘리다', '바지', '모든', '부분']","['완벽하다', '만족하다', '부분', '되어다', '모든', '타이트', '늘리다']","['부분', '당기다', '늘리다', '올여름', '말고는', '타이트', '최애', '모든', '완벽하다', '되어다']",,"타이트,   완벽하다,   모든,   늘리다,   부분,   되어다,   당기다,   만족하다","허리, 타이트, 완벽하다, 최애, 바지, 만족하다"
"우선 바지 크기가 전체적으로 커서 편하긴하지만 허리도 같이 커서 수선을 맡기거나 벨트가 없으면 입기 힘들다는게 단점..
그래도 바지 자체는 굉장히 예뻐서 다리가 발달되어 있으시거나 특히 허벅돼 분들에게 강추합니다!","['허다벅', '커서', '특히', '허리', '자체', '편하다', '발달되어다', '다리', '단점', '크기', '전체', '강추', '힘들다', '바지', '벨트', '수선', '분']","['강추', '전체', '크기', '힘들다', '편하다', '수선', '커서', '자체']","['바지', '다리', '크기', '벨트', '허리', '커서', '허다', '벅', '전체', '강추']","['커서', '맡다', '발달', '허다', '힘들다', '특히', '단점', '크기', '굉장하다', '수선']",,"크기,   커서,   전체,   수선,   힘들다,   강추","바지, 크다, 편하다, 허리, 벨트, 수선, 강추"
핏이 예쁘고 너무 좋았습니다! 깔끔하게 입기에 너무 좋아요!,"['깔끔하다', '핏']","['핏', '깔끔하다']","['깔끔하다', '핏']",['깔끔하다'],,"깔끔하다,   핏","핏, 깔끔하다"
생각보다 실물이 이뻐서 잘 입을 것 같네요. 감사합니다.,"['실물', '감사']",['실물'],['실물'],['실물'],,실물,실물
"반바지보다 살짝 더 긴 기장으로 어느 옷에나 매치해도 잘 어울릴거같습니다! 통도 널널하고 핏도 괜찮아서 올 여름 자주입고다닐거같아요. 허리사이즈는 살짝 크지만 벨트 매고 입으려고 합니다. 
색감도 사진과 같아서 살짝 어두운 청?색이라고 생각하시면 될거같아요. 전반적으로 매우 만족스럽습니다.","['반바지', '사진', '허리', '핏', '만족스럽다', '색감', '기장', '청색']","['만족스럽다', '매치', '청색', '사진', '사이즈', '전반', '두운', '어울리다']","['반바지', '색감', '벨트', '사이즈', '청색', '이라고', '크다', '사진']","['전반', '청색', '두운', '이라고', '에나', '매다', '매치', '올여름', '널찍하다', '만족스럽다']",,"청색,   만족스럽다,   사진","기장, 길다, 매치, 어울리다, 널찍하다, 여름, 핏, 허리, 사이즈, 색감, 어둡다, 만족스럽다"
색감 너무 이쁘고 핏 괜찮고 전체적으로 가격치곤 괜찮은데 처음에 냄새가 나요! 인기 많은 이유가 있는 듯!,"['가격', '핏', '냄새', '많다', '인기', '처음', '전체', '이유', '색감']","['가격치다', '전체', '이유', '냄새', '인기', '처음', '색감']","['냄새', '색감', '나요', '이유', '전체', '처음', '인기']","['인기', '이유', '나요', '치다', '전체', '많다', '냄새', '처음', '가격', '색감']",,"냄새,   인기,   처음,   전체,   이유,   색감","색감, 핏, 가격, 냄새, 인기"
요즘 체크 셔츠가 정말 다양한 브랜드에서 나오는데 이 제품을 우연히 보자마자 와 이건 사야겠다 하고 구매했는데 실제로 받고 입어보니 정말 이뻐요 재질도 시원한 재질이라 여름도 가능입니다,"['시원하다', '이건', '재질', '체크', '셔츠', '오다', '브랜드', '다양하다']","['가능', '입어보다', '시원하다', '나오다', '재질', '브랜드', '셔츠', '이건', '재질']","['셔츠', '브랜드', '여름', '재질', '체크', '입어보다', '다양하다']","['재질', '우연히', '가능', '다양하다', '브랜드', '이건', '실제', '받다', '입어보다', '나오다']",,"재질,   브랜드,   이건,   셔츠,   다양하다,   입어보다","체크, 셔츠, 재질, 시원하다, 여름"
재질도 좋고 배송도 빨랐어요 합리적이에요 좋아요,"['재질', '합리', '배송']","['합리', '재질', '배송', '빠르다']","['합리', '빠르다', '배송', '재질']","['합리', '이에요', '빠르다', '재질', '배송']","합리,  재질,  배송","재질,   합리,   배송,   빠르다","재질, 배송, 빠르다, 합리적"
크게 입고싶어서 xl로 구매했어요 역시나 너무 맘에 드네요,"['xl', '크게']","['크게', '싶다']","['크게', 'xl']","['xl', '크게']",,"크게,   xl","크게, xl"
깔끔한 기본 아디다스 져지입니다! 기장이랑 소매 길이도 적당하고 마음에 듭니다!,['깔끔하다'],"['저지', '길이', '적당하다', '기장', '아디다스', '기본', '깔끔하다']","['깔끔하다', '적당하다', '저지', '소', '길이', '기본', '기장', '아디다스']","['깔끔하다', '길이', '기본', '기장', '적당하다', '저지', '아디다스']"," 기장,  기본,  길이","깔끔하다,   저지,   길이,   적당하다,   기장,   아디다스,   기본","깔끔하다, 기본, 저지, 기장, 소매, 길이, 적당하다"
요즘 아디다스가 이뻐보이길래 사봤는데 역시 만족합니다,"['아디다스', '만족']","['만족하다', '아디다스', '보이다', '사보다']","['아디다스', '사보다', '만족하다', '보이다']","['사보다', '보이다', '만족하다', '아디다스']",,"아디다스,   만족하다,   보이다,   사보다",만족하다
엄청 커요!!! 허벅지 중간보다 살짝 위까지 와요 그치만 크게 입는 게 좋아서 그냥 입어요 ㅎㅎ,"['그냥', '중간', '크다', '허벅지', '크게', '위']","['크다', '크게', '허벅지', '오다', '중간', '위']","['그냥', '오다', '크다', '위']","['중간', '허벅지', '오다', '그냥', '크게', '크다']",,"크다,   그냥,   중간,   허벅지,   크게,   위,   오다",크다
재질도 부드럽고 배송도 빠르고 편하게 입고 다니기 좋아요,"['빠르다', '부드럽다', '편하다', '배송', '재질']","['부드럽다', '배송', '편하다', '재질', '빠르다']","['편하다', '부드럽다', '배송', '재질', '빠르다']","['부드럽다', '재질', '빠르다', '편하다', '배송']",,"빠르다,   부드럽다,   편하다,   배송,   재질","재질, 부드럽다, 배송, 빠르다, 편하다"
배송이 엄청빠르네요. 예쁘고 사이즈도 잘 맞아서 만족합니다.,"['빠르다', '맞다', '사이즈', '배송', '만족']","['만족하다', '배송', '사이즈', '빠르다', '맞다']","['만족하다', '맞다', '배송', '빠르다', '사이즈']","['만족하다', '맞다', '빠르다', '배송', '사이즈']",,"빠르다,   맞다,   사이즈,   배송,   만족하다","배송, 빠르다, 사이즈, 맞다, 만족하다"
오랜만에 입어보니 좋네요 로고가 아쉽고 핏이 많이달라졋네요,"['달라지다', '핏', '입어보다', '로고', '아쉽다', '오랜']","['입어보다', '로고', '핏', '아쉽다', '달라지다']","['달라지다', '오랜', '핏', '입어보다', '아쉽다', '로고']","['달라지다', '로고', '오랜', '아쉽다', '입어보다']",,"달라지다,   입어보다,   로고,   아쉽다,   핏,   오랜","로고, 아쉽다, 핏, 달라지다"
배송도 되게 빠르고 핏은 살짝 오버핏으로 나와서 힙해여,"['빠르다', '오버핏', '핏', '온', '배송']","['나오다', '배송', '핏', '빠르다', '오버핏']","['오버핏', '되게', '핏', '나오다', '배송', '빠르다']","['되게', '나오다', '오버핏', '빠르다', '배송']",,"빠르다,  오버핏,   배송,   핏,   나오다","배송, 빠르다, 핏, 오버핏, 힙"
